wall_ns,acquisitions,immediate,waited,wait_ns,hold_ns,wait_max_ns,hold_max_ns,waiters_now,waiters_max
1788210947901611026,13248,13248,0,0,92386127320,0,170221111,0,0
1788210948245095319,13280,13280,0,0,92509872369,0,170221111,0,0
1788210948603753550,13312,13312,0,0,92626399317,0,170221111,0,0
1788210948941156245,13344,13344,0,0,92749802932,0,170221111,0,0
1788210949301617209,13376,13376,0,0,92877842687,0,170221111,0,0
1788210950616158518,13408,13408,0,0,92984391071,0,170221111,0,0
1788210950947278109,13440,13440,0,0,93093798099,0,170221111,0,0
1788210951258448042,13472,13472,0,0,93206200854,0,170221111,0,0
1788210951587279338,13504,13504,0,0,93312468209,0,170221111,0,0
1788210953145336521,13536,13536,0,0,93416740575,0,170221111,0,0
1788210953430105344,13568,13568,0,0,93527160878,0,170221111,0,0
1788210953714982428,13600,13600,0,0,93634839906,0,170221111,0,0
1788210954035537554,13632,13632,0,0,93743086029,0,170221111,0,0
1788210954337973321,13664,13664,0,0,93852695039,0,170221111,0,0
1788210954647373686,13696,13696,0,0,93956539493,0,170221111,0,0
1788210954867764409,13728,13728,0,0,94060320168,0,170221111,0,0
1788210955088113812,13760,13760,0,0,94170098775,0,170221111,0,0
1788210955296331739,13792,13792,0,0,94276889343,0,170221111,0,0
1788210957214889464,13824,13824,0,0,94380168013,0,170221111,0,0
1788210957473256875,13856,13856,0,0,94488404499,0,170221111,0,0
1788210957710130121,13888,13888,0,0,94600399941,0,170221111,0,0
1788210957963945691,13920,13920,0,0,94707338120,0,170221111,0,0
1788210958201935154,13952,13952,0,0,94820190448,0,170221111,0,0
1788210959931685142,13984,13984,0,0,94926949748,0,170221111,0,0
1788210960250007994,14016,14016,0,0,95037687348,0,170221111,0,0
1788210960597349386,14048,14048,0,0,95148736672,0,170221111,0,0
1788210960915625887,14080,14080,0,0,95264787649,0,170221111,0,0
1788210961258735777,14112,14112,0,0,95371242090,0,170221111,0,0
1788210963528408660,14144,14144,0,0,95572278483,0,170221111,0,0
1788210963988606309,14176,14176,0,0,95778950226,0,170221111,0,0
1788210964452052615,14208,14208,0,0,95978932636,0,170221111,0,0
1788210964941602669,14240,14240,0,0,96179382630,0,170221111,0,0
1788210965525944066,14272,14272,0,0,96379457247,0,170221111,0,0
1788210965993304563,14304,14304,0,0,96585584620,0,170221111,0,0
1788210966492763166,14336,14336,0,0,96784058339,0,170221111,0,0
1788210966955547685,14368,14368,0,0,96990319680,0,170221111,0,0
1788210967427160997,14400,14400,0,0,97194210454,0,170221111,0,0
1788210968049415496,14432,14432,0,0,97420694492,0,170221111,0,0
1788210968583928429,14464,14464,0,0,97646579139,0,170221111,0,0
1788210969075371293,14496,14496,0,0,97871687186,0,170221111,0,0
1788210969595472822,14528,14528,0,0,98085698939,0,170221111,0,0
1788210970214749726,14560,14560,0,0,98309427385,0,170221111,0,0
1788210970727397407,14592,14592,0,0,98554724740,0,170221111,0,0
1788210971213077056,14624,14624,0,0,98773255826,0,170221111,0,0
1788210971725337668,14656,14656,0,0,98992407679,0,170221111,0,0
1788210972214224883,14688,14688,0,0,99216834814,0,170221111,0,0
1788210972834323468,14720,14720,0,0,99441533975,0,170221111,0,0
1788210973353719454,14752,14752,0,0,99660438775,0,170221111,0,0
1788210973857710500,14784,14784,0,0,99898683434,0,170221111,0,0
1788210974364173390,14816,14816,0,0,100127234870,0,170221111,0,0
1788210974955614882,14848,14848,0,0,100342576679,0,170221111,0,0
1788210975498264411,14880,14880,0,0,100575594192,0,170221111,0,0
1788210976000648106,14912,14912,0,0,100800955386,0,170221111,0,0
1788210976511770989,14944,14944,0,0,101015147081,0,170221111,0,0
1788210977011546613,14976,14976,0,0,101242998014,0,170221111,0,0
1788210977612007381,15008,15008,0,0,101465075871,0,170221111,0,0
1788210978101410968,15040,15040,0,0,101687930194,0,170221111,0,0
1788210978618283169,15072,15072,0,0,101908218879,0,170221111,0,0
1788210979134342225,15104,15104,0,0,102144134209,0,170221111,0,0
1788210979666384326,15136,15136,0,0,102371497987,0,170221111,0,0
1788210980255195934,15168,15168,0,0,102588096870,0,170221111,0,0
1788210980754373576,15200,15200,0,0,102817115162,0,170221111,0,0
1788210981250957906,15232,15232,0,0,103044517155,0,170221111,0,0
1788210981788805574,15264,15264,0,0,103276419928,0,170221111,0,0
1788210983850183860,15296,15296,0,0,103489690678,0,170221111,0,0
1788210984363087202,15328,15328,0,0,103727881294,0,170221111,0,0
1788210984875287777,15360,15360,0,0,103943554542,0,170221111,0,0
1788210985361998587,15392,15392,0,0,104170304989,0,170221111,0,0
1788210985858060333,15424,15424,0,0,104395707792,0,170221111,0,0
1788210986488172181,15456,15456,0,0,104624549357,0,170221111,0,0
1788210987023281472,15488,15488,0,0,104852269744,0,170221111,0,0
1788210987526536556,15520,15520,0,0,105084950282,0,170221111,0,0
1788210988049874898,15552,15552,0,0,105305172145,0,170221111,0,0
1788210988668409788,15584,15584,0,0,105526570846,0,170221111,0,0
1788210989175097639,15616,15616,0,0,105766043814,0,170221111,0,0
1788210989671765092,15648,15648,0,0,105987372943,0,170221111,0,0
1788210990188416540,15680,15680,0,0,106209484066,0,170221111,0,0
1788210990706193403,15712,15712,0,0,106447317992,0,170221111,0,0
1788210991316097418,15744,15744,0,0,106667182790,0,170221111,0,0
1788210991821591108,15776,15776,0,0,106879866511,0,170221111,0,0
1788210992315416401,15808,15808,0,0,107104775509,0,170221111,0,0
1788210992802972618,15840,15840,0,0,107323013064,0,170221111,0,0
1788210993315189595,15872,15872,0,0,107541758006,0,170221111,0,0
1788210993942835991,15904,15904,0,0,107764751659,0,170221111,0,0
1788210994448154138,15936,15936,0,0,107994013621,0,170221111,0,0
1788210994966056567,15968,15968,0,0,108208252899,0,170221111,0,0
1788210995462028086,16000,16000,0,0,108436860175,0,170221111,0,0
1788210996077771926,16032,16032,0,0,108661187753,0,170221111,0,0
1788210996566146827,16064,16064,0,0,108879726137,0,170221111,0,0
1788210997091849193,16096,16096,0,0,109104982816,0,170221111,0,0
1788210997588852624,16128,16128,0,0,109330398220,0,170221111,0,0
1788210998096086505,16160,16160,0,0,109543615585,0,170221111,0,0
1788210998682240665,16192,16192,0,0,109761077457,0,170221111,0,0
1788210999183432284,16224,16224,0,0,109987160780,0,170221111,0,0
1788210999681997998,16256,16256,0,0,110212695115,0,170221111,0,0
1788211000199283859,16288,16288,0,0,110435217206,0,170221111,0,0
1788211000792804235,16320,16320,0,0,110653253463,0,170221111,0,0
1788211001303767124,16352,16352,0,0,110883115399,0,170221111,0,0
1788211001810046324,16384,16384,0,0,111096210963,0,170221111,0,0
1788211002298101538,16416,16416,0,0,111321247189,0,170221111,0,0
1788211002782382697,16448,16448,0,0,111539634598,0,170221111,0,0
1788211114876483343,16480,16480,0,0,111942528253,0,170221111,0,0
1788211115404704505,16512,16512,0,0,112166694666,0,170221111,0,0
1788211115898000420,16544,16544,0,0,112393918261,0,170221111,0,0
1788211116410411067,16576,16576,0,0,112615980799,0,170221111,0,0
1788211116894619643,16608,16608,0,0,112842404478,0,170221111,0,0
1788211118005464786,16640,16640,0,0,113068471712,0,170221111,0,0
1788211118488658613,16672,16672,0,0,113287605648,0,170221111,0,0
1788211119021214931,16704,16704,0,0,113520512751,0,170221111,0,0
1788211119532966206,16736,16736,0,0,113752631630,0,170221111,0,0
1788211120637261252,16768,16768,0,0,113971625973,0,170221111,0,0
1788211121149992848,16800,16800,0,0,114186172019,0,170221111,0,0
1788211121635094303,16832,16832,0,0,114410560045,0,170221111,0,0
1788211122124013561,16864,16864,0,0,114629992613,0,170221111,0,0
1788211122643479595,16896,16896,0,0,114849179167,0,170221111,0,0
