prompt,ub,threads,mode,tok_s,n_micro_batches,mb_pos,category,cpu_ms,npu_ms,count,span_ms,npu_eligible
3968,1024,15,cpu,821.2,4,0,ffn_up,148.77,0.0,30,875.7,1
3968,1024,15,cpu,821.2,4,0,ffn_down,147.11,0.0,30,875.7,1
3968,1024,15,cpu,821.2,4,0,attn_out_proj,61.42,0.0,30,875.7,1
3968,1024,15,cpu,821.2,4,0,attn_q_proj,59.83,0.0,30,875.7,1
3968,1024,15,cpu,821.2,4,0,norm,50.85,0.0,121,875.7,0
3968,1024,15,cpu,821.2,4,0,ffn_activation,24.02,0.0,30,875.7,0
3968,1024,15,cpu,821.2,4,0,attn_v_proj,21.88,0.0,30,875.7,0
3968,1024,15,cpu,821.2,4,0,attn_k_proj,20.46,0.0,30,875.7,0
3968,1024,15,cpu,821.2,4,0,residual_add,11.18,0.0,60,875.7,0
3968,1024,15,cpu,821.2,4,0,rope,9.31,0.0,60,875.7,0
3968,1024,15,cpu,821.2,4,0,kv_cache_write,2.0,0.0,60,875.7,0
3968,1024,15,cpu,821.2,4,0,embedding,0.19,0.0,3,875.7,0
3968,1024,15,cpu,821.2,4,1,attention,420.13,0.0,30,1125.8,0
3968,1024,15,cpu,821.2,4,1,ffn_gate,149.34,0.0,30,1125.8,1
3968,1024,15,cpu,821.2,4,1,ffn_up,147.82,0.0,30,1125.8,1
3968,1024,15,cpu,821.2,4,1,ffn_down,145.58,0.0,30,1125.8,1
3968,1024,15,cpu,821.2,4,1,attn_out_proj,59.95,0.0,30,1125.8,1
3968,1024,15,cpu,821.2,4,1,attn_q_proj,59.15,0.0,30,1125.8,1
3968,1024,15,cpu,821.2,4,1,norm,50.01,0.0,121,1125.8,0
3968,1024,15,cpu,821.2,4,1,ffn_activation,23.01,0.0,30,1125.8,0
3968,1024,15,cpu,821.2,4,1,attn_v_proj,21.17,0.0,30,1125.8,0
3968,1024,15,cpu,821.2,4,1,attn_k_proj,20.13,0.0,30,1125.8,0
3968,1024,15,cpu,821.2,4,1,residual_add,10.95,0.0,60,1125.8,0
3968,1024,15,cpu,821.2,4,1,rope,9.64,0.0,60,1125.8,0
3968,1024,15,cpu,821.2,4,1,lm_head,6.85,0.0,1,1125.8,0
3968,1024,15,cpu,821.2,4,1,kv_cache_write,1.53,0.0,60,1125.8,0
3968,1024,15,cpu,821.2,4,1,embedding,0.17,0.0,3,1125.8,0
3968,1024,15,cpu,821.2,4,2,attention,676.48,0.0,30,1391.3,0
3968,1024,15,cpu,821.2,4,2,ffn_gate,151.81,0.0,30,1391.3,1
3968,1024,15,cpu,821.2,4,2,ffn_up,150.02,0.0,30,1391.3,1
3968,1024,15,cpu,821.2,4,2,ffn_down,149.3,0.0,30,1391.3,1
3968,1024,15,cpu,821.2,4,2,attn_out_proj,60.41,0.0,30,1391.3,1
3968,1024,15,cpu,821.2,4,2,attn_q_proj,60.21,0.0,30,1391.3,1
3968,1024,15,cpu,821.2,4,2,norm,50.73,0.0,121,1391.3,0
3968,1024,15,cpu,821.2,4,2,ffn_activation,23.83,0.0,30,1391.3,0
3968,1024,15,cpu,821.2,4,2,attn_v_proj,21.9,0.0,30,1391.3,0
3968,1024,15,cpu,821.2,4,2,attn_k_proj,20.67,0.0,30,1391.3,0
3968,1024,15,cpu,821.2,4,2,residual_add,11.6,0.0,60,1391.3,0
3968,1024,15,cpu,821.2,4,2,rope,9.58,0.0,60,1391.3,0
3968,1024,15,cpu,821.2,4,2,kv_cache_write,1.5,0.0,60,1391.3,0
3968,1024,15,cpu,821.2,4,2,embedding,0.19,0.0,3,1391.3,0
3968,1024,15,cpu,821.2,4,3,attention,808.28,0.0,30,1431.1,0
3968,1024,15,cpu,821.2,4,3,ffn_down,130.31,0.0,30,1431.1,1
3968,1024,15,cpu,821.2,4,3,ffn_up,130.18,0.0,30,1431.1,1
3968,1024,15,cpu,821.2,4,3,ffn_gate,129.69,0.0,30,1431.1,1
3968,1024,15,cpu,821.2,4,3,attn_q_proj,52.45,0.0,30,1431.1,1
3968,1024,15,cpu,821.2,4,3,attn_out_proj,51.33,0.0,30,1431.1,1
3968,1024,15,cpu,821.2,4,3,norm,43.72,0.0,121,1431.1,0
3968,1024,15,cpu,821.2,4,3,ffn_activation,20.23,0.0,30,1431.1,0
3968,1024,15,cpu,821.2,4,3,attn_v_proj,18.43,0.0,30,1431.1,0
3968,1024,15,cpu,821.2,4,3,attn_k_proj,17.54,0.0,30,1431.1,0
3968,1024,15,cpu,821.2,4,3,residual_add,10.02,0.0,60,1431.1,0
3968,1024,15,cpu,821.2,4,3,rope,8.55,0.0,60,1431.1,0
3968,1024,15,cpu,821.2,4,3,lm_head,6.86,0.0,1,1431.1,0
3968,1024,15,cpu,821.2,4,3,kv_cache_write,1.3,0.0,60,1431.1,0
3968,1024,15,cpu,821.2,4,3,embedding,0.17,0.0,3,1431.1,0
